无崖子,师妹,李秋水
福康安,封爵,贝子、郡王
天门道人,信仰,道教
万圭,出场目次,4
郭啸天,出生地,山东
宁中则,所属门派,华山派
赵志敬,师弟,张志光
慕容复,武功,斗转星移
郭襄,好友,鲁有脚
徐天宏,身份,红花会七当家
武修文,后人,武烈，武青婴
朱由榔,年号,永历（1647年）
胡逸之,结拜兄弟,韦小宝
杨不悔,民族,汉族
白自在,身份,雪山派掌门
郭芙,主要成就,捍卫家人
冯蘅,才华,冰雪聪明
无崖子,弟子,丁春秋
陈友谅,职业,陈汉皇帝
童百熊,特点,武功高强
赵敏,朝代,元末明初
静玄师太,师妹,周芷若等
陶红英,别名,[1]
程灵素,登场作品,《飞狐外传》
李青萝,民族,汉族
仪和,性别,女
梅超风,性别,女
耶律楚材,别名,耶律文正
刚相,其他名称,空相
裘千仞,中文名,裘千仞
枯荣长老,中文名,枯荣大师
蒋四根,二哥,无尘道长
余人彦,父亲,余沧海
王重阳,职业,侠客，全真教掌门
仪和,师父,定逸师太
朱长龄,死因,卡在山洞之中进退不得
徐天宏,二哥,无尘道长
莫大,中文名,莫大
杨铁心,孙媳妇,小龙女
尼摩星,外貌特点,矮且黑
黄药师,主要成就,三次论剑均为五绝
觉远大师,别名,觉远大师
焦木和尚,信仰,佛教
南海鳄神,其他名称,岳老三
摘星子,外貌,英俊、身材高瘦、脸色青中泛黄
陆大有,师父,岳不群
李秋水,轻功,凌波微步
陶百岁,职业,饮马川山寨寨主
金轮法王,徒弟,达尔巴、霍都、郭襄等
纪晓芙,女儿,杨不悔
蒋四根,兵刃,这是“疯魔杖”中的“金铰剪月”
袁承志,师父,崔秋山
郭襄,信物,倚天剑
杨铁心,义兄,郭啸天
游坦之,伯父,游驹
鲜于通,性格特点,为人奸诈狠毒，道德败坏
无尘道长,中文名,无尘
长平公主,曾祖母,孝靖皇后王氏
于万亭,门派,红花会
聂卫平,中文名,聂卫平
裘千仞,别名,裘帮主，铁掌水上飘，慈恩
蕊初,中文名,蕊初
裘千尺,出场目次,20
徐天川,所属组织,天地会青木堂
慕容复,家臣,公冶乾
张无忌,门派,武当派
徐达,官职,太傅
余沧海,别名,余老道
赵良栋,官职,勇略将军、云贵总督
博尔术,民族族群,蒙古族
王难姑,退场时间,当道时见中山狼
范文程,主要成就,帮助清朝统一全国
余沧海,武功,松风剑法
钟万仇,养女,钟灵
长平公主,封号,坤兴公主
天门道人,师叔,玉凊子
苏星河,师伯,天山童姥
郭芙,宝物,小红马
渡厄,师弟,渡难
莫声谷,师兄,俞莲舟
穆人清,登场作品,《碧血剑》
殷梨亭,武功绝技,武当太极拳等
纪晓芙,结局,被灭绝师太一掌打死
朱九真,第一次登场,第15章　奇谋秘计梦一场
何铁手,登场作品,《碧血剑》
包惜弱,别名,王妃
和珅,旗籍,满洲正红旗
萧远山,儿子,萧峰
游坦之,门派,丐帮
秦红棉,女儿,木婉清
岳不群,弟子,林平之
黄药师,齐名者,欧阳锋
贝海石,主要成就,抵挡帮会灭门大祸。联合属下
全冠清,帮主,乔峰
耶律齐,门派,丐帮
鲁有脚,中文名,鲁有脚
阿青,师友,白猿
田伯光,别名,万里独行
陈孤雁,帮主,乔峰
文泰来,九弟,卫春华
袁士霄,登场作品,《书剑恩仇录》
拖雷,信仰,长生天
闵柔,儿子,石中玉
陈家洛,红颜,香香公主
朱由榔,所处时代,南明
慕容博,身份,大燕王孙，燕子坞主人
包惜弱,结局,杨铁心自杀后
穆人清,性别,男
贝海石,主要成就,拥立傀儡，抵挡帮会灭门大祸。
萧峰,结义兄弟,虚竹
木高峰,中文名,高峰
空性,全称,闻思空性
鹤笔翁,主子,汝阳王察罕特穆尔
田伯光,性别,男
佟国纲,所处时代,清朝
周绮,大师兄,孟健雄
一灯大师,名号,“五绝”之南帝
范百龄,别名（绰号）,“函谷八友”老二棋迷
李泰,代表作品,把爱带回家
蒋四根,兵器,铁桨
苗若兰,心上人,胡斐
张三丰,别名,张通
谢逊,别名,谢退思
黄真,师父,[2]
丁典,武功,无影神拳
茅十八,门派,五虎断刀门
卫春华,门派,红花会
蒋四根,兵刃,他是将铁桨当估项迎作禅杖多乎朽使
曲傻姑,登场作品,《射雕英雄传》
游坦之,父亲,游骥
一灯大师,名号,“五绝”之南帝、“五绝”之南僧
闵柔,别名,闵大侠
周颠,别名,周神仙
吴六奇,字号,字鉴伯
唐文亮,性别,男
郭襄,别名,展开
张君宝,号,三丰
焦宛儿,性别,女
秦红棉,情人,段正淳
程灵素,朝代,清朝
罗立如,性别,男
石中玉,弟弟,石破天
纪晓芙,登场作品,《倚天屠龙记》
梁自进,师兄,廖自砺
灵智上人,武功,大手印
田伯光,主要成就,以闻香识女人的特技“天鼻通”救出被囚禁的恒山群尼
郭襄,成就,开创峨嵋派
米横野,职位,香主
耶律燕,师父,郭靖
萧峰,年龄,三十三岁（享年）
万圭,出场目次,10
韦一笑,教派,明教
黄真,徒弟,冯难敌
贝锦仪,登场作品,《倚天屠龙记》
全金发,武功,呼延枪法
兆惠,官职,兵部郎中
田青文,心上人,陶子安
韦小宝,出生地,扬州
宗维侠,中文名,宗维侠
风清扬,登场作品,《笑傲江湖》
洪凌波,登场作品,《神雕侠侣》
黄药师,女婿,“北侠”郭靖
徐天川,登场作品,《鹿鼎记》
陆无双,武功,玉女心经
慕容复,侍婢,阿朱
人厨子,中文名,人厨子
和珅,民族族群,满族
郭襄,别名,二妹
阳顶天,朝代,元朝
耶律洪基,所处时代,辽朝
陆菲青,别名,綿裡針
秃笔翁,兵器,判官笔
商老太,登场作品,飞狐外传
拖雷,别名,元睿宗
南希仁,性别,男
查传侠,父亲,金庸
南兰,登场作品,《雪山飞狐》
乔峰,主要成就,助辽平定楚王之乱
苗若兰,民族,汉族
天鸣方丈,身份,少林寺方丈
赵敏,民族,蒙古族
霍都,师兄,达尔巴
耶律洪基,谥号,仁圣大孝文皇帝
程英,师兄,武眠风
上官虹,丈夫,白马李三
李明,出生地,新疆库尔勒
郭芙,拥有地产,桃花岛
程瑶迦,登场作品,《神雕侠侣》
武敦儒,朝代,南宋
李秋水,武功,小无相功
耶律齐,父亲,耶律楚材
旭烈兀,别名,[2]
归钟,性别,男
耶律燕,师娘,黄蓉
余鱼同,师叔,三师叔火手判官张召重
马夫人,别名,小康
掌钵龙头,朝代,元朝
拖雷,主要成就,大蒙古国监国
李明,身高,175 cm
鲜于通,武功,鹰蛇生死搏
张无忌,主要成就,化解正邪两道积怨，号令群雄抗元
戚长发,武功,唐诗剑法（连城剑法）
卫春华,总舵主,于万亭
莫声谷,师兄,俞岱岩
努尔哈赤,主要成就,统一女真诸部
马春花,爱慕者,商宝震
慕容博,身份,燕子坞主人
郭襄,性别,女
公冶乾,性别,男
郭靖,子女,郭襄
聂卫平,主要成就,1999年新中国棋坛十大杰出人物
王重阳,主要成就,使之数十年不敢入中原
金庸,职业,政论家
觉远,中文名,觉远
裘千丈,职业,戏法师
武敦儒,大舅哥,耶律齐
蒋百里,代表作品,《国防论》《欧洲文艺复兴史》
沐剑屏,别名,小郡主、小老婆
岳不群,修习武功,紫霞神功、辟邪剑谱
郭襄,父母,黄蓉
许雪亭,登场作品,《鹿鼎记》
裘千尺,丈夫,公孙止
蕊初,性别,女
旭烈兀,本名,孛儿只斤·旭烈兀(Hülegü Khan)
李莫愁,中文名,李莫愁
阎基,畏惧之人,田归农
闵子叶,中文名,闵子叶
武青婴,中文名,武青婴
于人豪,门派,青城派
范遥,别名,苦头陀
空闻,性别,男
蒋百里,职业,军事教育家
卫春华,总舵主,陈家洛
丁不四,性别,男
平阿四,登场作品,金庸作品《雪山飞狐》和《飞狐外传》
澄观,俗姓,夏侯
刘一舟,中文名,刘一舟
陆无双,别名,三妹
黄蓉,身份,东海桃花岛黄岛主的女儿
殷野王,民族,汉族
陶红英,别名,陶宫娥 陶姑姑（韦小宝专用）
鹿清笃,性别,男
阮星竹,朝代,北宋
完颜萍,出生地,金国
祖千秋,别名,祖宗
全金发,兵器,枪
杨铁心,职业,武术家
马光佐,民族,回族
范遥,身份,明教光明右使
余鱼同,领导,于万亭
努尔哈赤,庙号,太祖（追尊）
耶律楚材,字号,号玉泉老人、湛然居士
李秋水,孙女,李清露
蒋四根,登场作品,《书剑恩仇录》
李泰,代表作品,如意
刘正风,师兄,莫大
李彧,代表作品,十全九美
尹克西,武功,黄沙万里鞭法
沐剑声,身份,没落贵族沐王府的领袖
萧远山,武功,伏魔杖法
阿碧,心上人,慕容复
茅十八,相关事件,带韦小宝到北京
绿竹翁,性别,男
努尔哈赤,别名,[4]
神山上人,中文名,神山上人
忽必烈,汗号,薛禅汗
赵敏,曾用兵器,长剑
谢逊,门派,少林派
南兰,父亲,南仁通
郭芙,师承,郭靖
郭襄,外貌,三分像黄蓉
万圭,妻子,戚芳
黄真,其他名称,铜笔铁算盘
朱元璋,年号,洪武
朱子柳,师父,一灯大师
金庸,主要成就,法国文化部法国艺术及文学司令勋衔
石双英,四哥,文泰来
邓炳春,登场作品,《鹿鼎记》
慕容博,主要成就,以彼之道
绿竹翁,中文名,绿竹翁
查传倜,国籍,中国
穆里玛,职业,武官
班淑娴,祖师,灵宝道人
闵子华,师父,黄木道人
吴立身,性别,男
点苍渔隐,登场作品,《神雕侠侣》
天竺僧,师侄,渔樵耕读
段正严,民族族群,白族
萧峰,仰慕者,康敏
独孤求败,恋人,荷香
一灯大师,民族,白族
田归农,登场作品,《雪山飞狐》《飞狐外传》
洪凌波,别名,凌波
枯荣长老,小说武功,枯荣禅功
焦宛儿,恩公,袁承志
夏雪宜,性别,男
杨过,性别,男
萧峰,结义兄弟,段誉
博尔术,主要成就,大蒙古国四杰之一
卫璧,朝代,元朝
程灵素,爱好,七心海棠
程灵素,性别,女
李莫愁,弟子,洪凌波
梅念笙,传人,狄云
梦姑,民族,汉族（母）
李彧,代表作品,贻笑大方
何铁手,武功,五毒教、华山派正邪两大派的武功
安小慧,所处朝代,明朝
蒋英,女儿,钱永真
殷离,宠物,花蛛
梁子翁,敌人,江南七怪、郭靖等
孙仲君,其他名称,飞天魔女
田归农,女儿,田青文
海大富,别名,老乌龟（韦小宝称）
萧峰,国籍,辽
郭靖,徒弟,武敦儒、武修文
摘星子,师父,丁春秋
段天德,相关事件,杀害郭靖的父亲郭啸天
郭靖,主要成就,身后威名历百余年而不衰
郭襄,生日,1243年
安小慧,民族,汉族
小龙女,武器,白绸带
段誉,信仰,佛教
汤沛,人物设定,伪君子
梁自进,出处,《侠客行》
玄苦,身份,少林得道高僧
瑞栋,登场作品,《鹿鼎记》
觉远,性别,男
阿朱,年龄,16-17
苗若兰,中文名,苗若兰
安小慧,性别,女
杨铁心,仇人,段天德
任盈盈,国籍,中国
胡逸之,心上人,陈圆圆
卫春华,别名,九命锦豹子
吴长风,帮主,汪剑通
九难,别名,朱媺娖
周绮,门派,铁胆庄
韦春花,性别,女
蒋四根,四嫂,骆冰
丁春秋,精擅武功,化功大法
何足道,性别,男
林朝英,后代传人,小龙女、李莫愁、黄衫女子
阿朱,身份,大理国郡主
何红药,教主,何铁手
石双英,七哥,徐天宏
静玄师太,国籍,中国
吴道通,登场作品,武侠小说《侠客行》
掌钵龙头,身份,丐帮九袋长老
陆菲青,别名,芜菁子
袁承志,师父,罗大千
小玄子,别名,爱新觉罗·玄烨
郭芙,年龄,出场时9岁
赵良栋,官职,云贵总督
赵敏,曾用兵器,金钗
段智兴,久居地,桃源
甘宝宝,中文名,甘宝宝
长平公主,同母兄弟,朱慈烺（悼皇帝）
神山上人,职业,五台山清凉寺方丈
焦宛儿,门派,金龙帮
宝象,性别,男
金蛇郎君,恋人,温仪
黄药师,妻子,冯衡
殷梨亭,师兄,张翠山
范遥,中文名,范遥
陆菲青,性别,男
张无忌,武功,降龙十八掌
金庸,出生地,浙江省海宁市
金花婆婆,女儿,小昭
巴天石,主上,段正淳
宁中则,丈夫,岳不群
郭靖,师父,马钰等
和珅,本名,钮祜禄·善保
袁承志,棋友,木桑道长
何铁手,门派,五毒教、华山派
温青青,别名,夏青青
公冶乾,身份,赤霞庄庄主
兆惠,所处时代,清朝
段誉,年龄,19岁（登场）23岁（登帝）
苏星河,别名,聋哑先生
钟灵,身份,大理万劫谷公主
阳顶天,登场作品,《倚天屠龙记》
苏荃,儿子,韦铜锤
范文程,出生地,辽东沈阳
陆乘风,中文名,陆乘风
张翠山,别名,银钩铁划
天门道人,师叔,玉玑子
小昭,中文名,小昭
穆念慈,儿媳,小龙女
焦宛儿,身份,金龙帮主焦公礼的大女儿
鸠摩智,性别,男
张康年,中文名,张康年
张召重,师侄,余鱼同
都史,祖父,蒙古克烈部首领王罕
贝锦仪,师祖,风陵师太（连载版作一清师太）
关安基,民族,汉
蒋四根,籍贯,广东
左子穆,儿子,左山山
公孙止,年龄,38
金庸,主要成就,英国牛津大学董事会成员
段正严,逝世日期,1176年
封万里,登场作品,《侠客行》
和珅,号,绿野亭主人
乌老大,年龄,30到40岁
张召重,师兄,马真道长
万圭,出场目次,2
木高峰,毒药,毒水皮囊
游坦之,登场作品,《天龙八部》
查传侠,逝世日期,1976年10月
周颠,名字由来,明无名字，人以为颠
小龙女,仆人,孙婆婆
彭连虎,别名,彭寨主
尼摩星,武功,释迦掷象功
谭公,尊称,海神
努尔哈赤,年号,天命（1616年－1627年）
尹志平,登场作品,神雕侠侣
林远图,信仰,佛教
拓跋宏,主要成就,迁都洛阳
武敦儒,年龄,十二岁（初登场）
黄真,门派,华山派
商老太,居住地,山东武定县商家堡
温青青,出生地,温家堡
何足道,心上人,郭襄
卜沉,别名,白头仙翁
余沧海,性别,男
樊一翁,师妹,公孙绿萼
林平之,盟友,劳德诺
福康安,旗籍,满洲镶黄旗
郭靖,子女,郭破虏
刘一舟,师父,柳大洪
福康安,谥号,文襄
瑛姑,兵器,竹筹
岳灵珊,年龄,死时20岁
完颜洪烈,民族,女真族
温方山,性别,男
静照,门派,峨眉
阮星竹,别名,阮阿姨
耶律重元,中文名,耶律重元
南兰,中文名,南兰
公冶乾,时代,北宋
段正明,主要成就,为便于对抗鸠摩智而出家为僧，并与天龙寺众僧围攻鸠摩智
任我行,主要成就,梅庄比剑
安剑清,女儿,安小慧
胡斐,兵器,冷月宝刀
朱长龄,职业,红梅山庄庄主
李沅芷,丈夫,余鱼同
一灯大师,主要成就,渡化裘千仞
陈圆圆,民族族群,汉人
觉远大师,登场作品,《倚天屠龙记》
关明梅,别名,雪雕
蒋四根,国籍,清朝
华筝,国籍,蒙古帝国
韦双双,登场作品,《鹿鼎记》
包不同,结拜兄弟,风波恶
秃笔翁,中文名,秃笔翁
兆惠,主要成就,平定准噶尔
萧峰,师父,汪剑通
萧峰,绝招,降龙十八掌
马夫人,事迹,与白世镜合谋杀害马大元
薛慕华,性别,男
忽必烈,主要成就,消灭南宋大理
独孤求败,传人,杨过、风清扬、令狐冲
吴六奇,民族族群,客家人
闵子华,中文名,闵子华
王语嫣,年龄,21岁（结局）
朱由榔,庙号,昭宗
王夫人,主要成就,劝诫儿子
尼摩星,身份,蒙古三杰之一
黄蓉,主要武功,打狗棒法
胡一刀,主要成就,可与天下第一的苗人凤一战
佟国纲,主要成就,随征噶尔丹
黄药师,别名,黄岛主
周伯通,义弟,郭靖
彭连虎,特点,武功高强
蓝凤凰,中文名,蓝凤凰
木婉清,登场作品,《天龙八部》
商宝震,母亲,商老太
安小慧,丈夫,崔希敏
香香公主,中文名,香香公主
华筝,别名,华筝妹子
余鱼同,中文名,余鱼同
欧阳克,身份,白驼山庄少庄主
陈圆圆,别名,陈圆圆
苗人凤,年龄,43
水笙,父亲,水岱
穆里玛,父亲,卫齐
朱玫,中文名,朱玫
上官虹,其他名称,金银小剑三娘子
苏星河,师弟,虚竹
郭襄,年龄,15岁（初次出场）
袁承志,居住地,西岳华山→渤泥国无名岛
慕天颜,主要作品,《楚黔封事》
曲三,女儿,曲傻姑
宗维侠,登场作品,《倚天屠龙记》
殷天正,信仰,明教
查传侠,代表作品,《我的人生是为了什么》
耶律洪基,民族族群,契丹族
徐天宏,性别,男
乔峰,别名,收起
华筝,小说兄长,察合台
旭烈兀,在位时间,1256年—1265年2月8日
宋远桥,别名,宋大侠
无嗔大师,别名,毒手药王
蒋四根,总舵主,于万亭
博尔术,别名,孛儿楚
刘正风,性别,男
莫声谷,师兄,殷梨亭
马光佐,职业,武士
裘千尺,出场目次,19
商宝震,身份,山东武定县商家堡的堡主
苗人凤,好友,胡一刀
蕊初,年龄,十三四岁
刘一舟,年龄,大约二十几岁
沐剑屏,师傅,柳大洪
赵良栋,官职,勇略将军
胡一刀,职业,游侠
欧阳克,兵器,铁扇
石万嗔,性格,心肠歹毒
谭婆,结局,被萧远山所杀
查良璇,出生地,海宁
香香公主,哥哥,霍阿伊
摘星子,外貌,英俊
林乐怡,出生日期,1953年
完颜洪熙,逝世日期,1193
瑞栋,终结者,韦小宝
范百龄,爱好,下棋
贝海石,国籍,中国
刘乘风,武功,太极剑法
小龙女,夫君,杨过
拖雷,民族族群,蒙古族
杨康,性别,男
安小慧,中文名,安小慧
鲁有脚,结局,死于霍都偷袭
武三通,出生地,大理
陆立鼎,性别,男
一灯大师,家族,大理段氏
于万亭,心上人,陈家洛母亲徐氏
黛绮丝,女儿,小昭
小龙女,师父,林朝英的丫鬟
钱均夫,主要成就,中央文史馆馆员
苏星河,别名,聪辩先生
袁承志,父亲,袁崇焕
木婉清,别名,婉妹
拖雷,出生日期,1193年
逍遥子,职务,阿里巴巴集团董事局主席、首席执行官
梅念笙,徒弟,戚长发
石破天,别名,石中坚
萧峰,主要成就,助辽平定楚王之乱、胁迫耶律洪基换来边疆和平
令狐冲,门派,华山派→恒山派
萧峰,职位,大宋丐帮帮主、大辽南院大王（楚王）
公孙止,逝世日期,1243年
南兰,情夫,田归农
归二娘,中文名,归二娘
余鱼同,人物出处,《书剑恩仇录》
薛慕华,师傅,苏星河
丁春秋,别名,星宿老怪
范遥,别名,光明右使
玄苦,登场作品,《天龙八部》
九难,中文名,阿九
乔峰,别名,峰儿（玄苦大师称）
傅思归,出处,《天龙八部》
朱由榔,本名,朱由榔
灭绝师太,绝技,灭绝双剑
佟国纲,旗籍,汉军正蓝旗
李沅芷,身份,陕西扶风延绥镇总兵 李可秀之女
小龙女,祖师,林朝英
史红石,登场作品,《倚天屠龙记》
简长老,登场作品,《射雕英雄传》
段智兴,家臣,渔樵耕读
金轮法王,武功,无上瑜伽密乘
霍青桐,年龄,19岁
金轮法王,武功,龙象般若功
刘一舟,武功,沐家拳
武三通,中文名,武三通
玄苦,结局,一掌震得五脏剧裂而亡
澄观,去世时间,839年
殷天正,教主,阳顶天
耶律燕,身份,辽国皇族后裔
静玄师太,师妹,丁敏君
陆冠英,登场作品,《射雕英雄传》
归辛树,儿子,归钟
冯默风,师兄,武眠风
李青萝,爱好,种山茶花，但茶品低劣
周芷若,登场作品,《倚天屠龙记》
闵柔,登场作品,《侠客行》
殷梨亭,师侄,张无忌
阿九,年龄,十五岁（碧血剑）
曲灵风,武功,铁八卦
归二娘,儿子,归钟
小龙女,别名,龙儿
仪琳,别名,仪琳姐姐
玉真子,其他名称,护国真人
林乐怡,出生地,香港
无尘道长,四弟,文泰来
张无忌,生日,1337年
天门道人,师叔,玉音子
长平公主,祖父,朱常洛（明光宗）
公孙止,职业,绝情谷主
黄药师,忘年交,“西狂”杨过
蒋英,丈夫,钱学森
陆展元,民族,汉
乔峰,别名,展开
孙仲君,中文名,孙仲君
裘千尺,人物出处,《神雕侠侣》
袁承志,门派,华山派
张翠山,门派,武当派
余鱼同,三哥,赵半山
谢逊,登场作品,《倚天屠龙记》
萧远山,别名,远山
陶百岁,中文名,陶百岁
温仪,女婿,袁承志
徐禄,职业,军人
武三通,子,武敦儒
吴六奇,主要成就,保土安民
范文程,出生日期,1597年（万历二十五年）
余鱼同,民族,汉族
拓跋宏,主要成就,改革吏治
张三丰,主要成就,创立武当派
陈友谅,年号,大定1361-1363
任盈盈,别名,任大小姐盈儿桃萼仙收起
苗人凤,性别,男
温青青,性别,女
玉真子,门派,铁剑门
柯镇恶,招数,金刚护法
陈友谅,年号,大义1360
华筝,小说心上人,郭靖
李沅芷,民族,汉族
段正明,别名,本尘
焦公礼,出场目次,9
平一指,登场作品,《笑傲江湖》
殷梨亭,职业,侠客
孙仲君,登场作品,金庸小说《碧血剑》
拓跋宏,年号,太和（477年-499年）
无尘道长,十弟,章进
旭烈兀,主要成就,征服西南亚
渡厄,师侄,空见、空闻、空智、空性
韦一笑,修习武功,寒冰绵掌
郭襄,才艺,琴
张翠山,武器,判官笔
长平公主,母亲,孝节烈皇后周氏
白世镜,武功,缠丝擒拿手
朱丹臣,武器,判官笔
达尔巴,兵器,金杵
蒋英,儿子,钱永刚
武三娘,中文名,武三娘
郭襄,别名,小东邪
说不得,好友,青翼蝠王韦一笑
徐志摩,职位,南京大学教授
令狐冲,门派,华山派
尼摩星,性情,勇悍
血刀老祖,武功,血刀经
胖头陀,教派,神龙教五龙门下
沐剑屏,性别,女
温方山,二哥,温方义
易三娘,丈夫,杜百当
李彧,别名,小李子
洪凌波,门派,古墓派
冯锡范,性别,男
尼摩星,性情,沉不住气
阿紫,姊妹,木婉清
胡桂南,中文名,胡桂南
焦木和尚,特点,身穿黄麻僧衣
忽必烈,性别,男
穆旦,主要成就,在《大公报》和《文聚》上发表诗作
鳌拜,出生日期,约1610年
张无忌,年龄,22岁（书末)
黄真,性别,男
胡斐,别名,程灵胡（化名）、拨凤毛（化名）
裘千仞,师父,上官剑南，一灯大师
人厨子,国籍,中国
耶律齐,门派,全真派
觉远,别名,觉远大师
阿九,别名,朱媺娖
沐剑屏,登场作品,《鹿鼎记》
段正严,年号,永嘉
王重阳,主要成就,领兵抗金，创立全真教在华山论剑夺得天下第一重创西毒，使之数十年不敢入中原
归钟,其他名称,钟儿
李莫愁,年龄,绝情谷去世37岁
静玄师太,师妹,纪晓芙
胡桂南,原作者,金庸
吕七,武功,鹤形拳
蒋英,性别,女
赵良栋,主要作品,《赵忠襄奏疏存稿》
吴六奇,逝世日期,1665年
殷离,武功,千蛛万毒手
宝树,职业,作家
袁士霄,别名,天池怪侠
裘千尺,武功,铁掌
任我行,主要成就,梅庄比剑、少林三战
段正明,民族,白族
血刀老祖,性别,男
俞岱岩,中文名,俞岱岩
陈玄风,其他名称,铜尸
杨过,别名,倪老子（杨过自称）
蒋四根,兵刃,猛恶异常。这人和石双英同来
关明梅,别名,天山双鹰
枯荣长老,性别,男
杨逍,别名,光明左使
陈孤雁,性别,男
哑婆婆,性别,女
玄寂,门派,少林寺
公孙绿萼,容貌,眉目清雅
李莫愁,身份,古墓派弃徒
朱长龄,出场目次,16回
阮星竹,中文名,阮星竹
都史,妻子,华筝（有婚约，但并未成亲）
小昭,父母,韩千叶
努尔哈赤,在位,1616年2月17日－1626年9月30日
任盈盈,性别,女
陆冠英,师祖,黄药师
陆二娘,登场作品,《神雕侠侣》
李沅芷,年龄,十四五岁
李莫愁,执念,陆展元
袁紫衣,性别,女
小龙女,别名,龙姑娘
黛绮丝,别名,金花婆婆
殷梨亭,别名,武当七侠
全金发,兵器,杆秤
易三娘,中文名,易三娘
玄苦,中文名,玄苦
袁承志,妻子,夏青青
努尔哈赤,民族族群,满族
耶律重元,民族,契丹
乔峰,别名,萧大王
于人豪,中文名,于人豪
兆惠,逝世日期,1764年
李可秀,朝代,清朝
郭芙,身份,郭家军将领
杨逍,著作,《明教流传中土记》
黄药师,别名,黄老邪
任我行,武功,吸星大法
史小翠,孙女,白阿绣
邓炳春,中文名,邓炳春
汤沛,性格,一肚子男盗女娼
洪凌波,民族,汉族
长平公主,祖母,孝纯皇后刘氏
令狐冲,门派,恒山派
多尔衮,出生地,赫图阿拉
凌霜华,国籍,中国
王难姑,夫妻关系,又恩爱
吴立身,人物形象,虬髯汉子
裘千仞,妹妹,裘千尺
李泰,语种,赣语、普通话、英语
风际中,年龄,30左右
慕容博,武功,斗转星移，参合指等
袁承志,出生地,山海关
何沅君,别名,阿沅
耶律楚材,别名,吾图撒合里
陆乘风,绝技,奇门遁甲
石清,中文名,石清
公孙绿萼,心上人,杨过
王进宝,谥号,忠勇
耶律燕,父亲,耶律楚材
华筝,小说兄长,拖雷
梁自进,师侄,封万里
萧远山,武功,伏魔杖法，般若掌，袈裟伏魔功
朱子柳,中文名,朱子柳
萧峰,师父,玄苦、汪剑通
石中玉,中文名,石中玉
胡斐,别名,拨凤毛（化名）
段誉,情缘,木婉清
阳夫人,性别,女
丁春秋,长辈,天山童姥
佟国纲,旗籍,满洲镶黄旗
陆菲青,門派,屠龙帮
徐天宏,总舵主,于万亭→陈家洛
徐达,字,天德
陆无双,兵器,银弧刀
凌霜华,丫鬟,菊友
段智兴,别名,南僧
武青婴,年龄,十七八岁
林朝英,后代传人,李莫愁
钟灵,性别,女
蒋百里,国籍,中国
甘宝宝,别名,钟夫人
全金发,所属组织,江南七怪
鲜于通,武器,扇子
康广陵,中文名,康广陵
拓跋宏,在位时间,471年9月20日~499年4月26日
韦小宝,身份,清抚远大将军
阎基,劲敌,胡斐
万圭,父亲,万震山
梅超风,别名,贼婆娘（陈玄风专用）
凌退思,结局,中毒而死
小龙女,别名,杨夫人
杨过,别名,过儿
双儿,配偶,韦小宝
吕七,中文名,吕七
骆冰,门派,红花会
余鱼同,妻子,李沅芷
王元霸,民族,汉族
金庸,主要成就,法国政府荣誉军团骑士
史红石,门派,丐帮
常遇春,封爵,开平王（赠）
觉远大师,朝代,南宋
平一指,中文名,平一指
杨铁心,别名,杨兄弟(丘处机)
张无忌,武功,梯云纵
旭烈兀,主要成就,灭阿拉伯帝国
于人豪,年龄,登场时约23
全金发,武功,开山掌法
空闻,民族,汉族
吴立身,师侄,刘一舟
萧远山,人物结局,随扫地僧出家
蒋四根,四哥,文泰来
柯镇恶,别名,飞天蝙蝠
石清,性别,男
陈友谅,政权,陈汉
宝象,中文名,宝象
李莫愁,国籍,南宋
穆里玛,民族,满族
都史,妻子,华筝（有婚约
多尔衮,别名,皇父摄政王
建宁公主,中文名,爱新觉罗·建宁
李西华,形象,苍白黯淡
梅超风,登场作品,《射雕英雄传》
于人豪,登场作品,《笑傲江湖》
凌霜华,结局,其被凌退思活埋
冷谦,字号,道号龙阳子
空闻,朝代,元朝
完颜萍,中文名,完颜萍
慕天颜,出生日期,天启四年（1624年）
傅思归,中文名,傅思归
曲傻姑,中文名,傻姑
武烈,出自,《后汉书·冯衍传上》
贝锦仪,师姐,纪晓芙等
察罕特穆尔,别名,汝阳王
杨过,门派,古墓派
骆冰,三哥,赵半山
段正严,出生日期,1083年
石中玉,性别,男
耶律洪基,年号,清宁（1055年）
乔峰,未婚妻,阿朱
公冶乾,别名,公冶老二
归辛树,武功,破玉拳法
朱聪,武功,空空拳
段智兴,别名,南帝
卫春华,三哥,赵半山
游坦之,武功,冰蚕毒掌
蒋百里,别名,蒋方震
百草仙,登场作品,《神雕侠侣》
鳌拜,爵位,一等超武公
游坦之,葬身之地,雁门关悬崖下
武三通,别名,三通
郭啸天,中文名,郭啸天
冯锡范,年龄,49岁
双儿,年龄,15（新修版）
赵志敬,师弟,李志常
陶百岁,国籍,清朝
瘦头陀,形象,身材臃肿又非常矮小
乌老大,国籍,北宋
钱永刚,出生日期,1948年10月
蒋四根,职业,红花会十三当家
朱由检,别名,朱德约
陆无双,别名,双儿
谢逊,修习武功,狮子吼
耶律洪基,年号,咸雍（1065年）
不戒和尚,门派,恒山派
史小翠,身份,金乌派掌门
石中玉,师傅,谢烟客
包惜弱,性别,女
聂卫平,籍贯,河北深县
胡一刀,别名,黑面神
游坦之,师父,丁春秋
阿紫,门派,[1]
曲三,登场作品,《射雕英雄传》
徐达,别名,徐中山
